cmpyCd,cmpyNm,ptrn,mog,prdNm,age,mlInsRt,fmlInsRt,basDt,ofrInstNm
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),25,1791,1983,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),30,2208,1452,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),35,3867,1308,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),40,3274,3408,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),45,2765,2298,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),50,3186,2801,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),55,3802,828,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),60,2265,3221,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),65,3040,3364,20230801,손해보험협회
N15,더케이,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(더케),70,3209,2698,20230801,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),20,2758,4543,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),25,4227,3171,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),30,3062,3203,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),35,3661,3114,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),40,2398,4138,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),45,3196,4310,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),50,3149,2615,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),55,4107,3025,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),60,3106,1899,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),65,3528,2430,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),70,2641,2432,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),20,3351,1648,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),25,2831,3535,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),30,2003,2929,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),35,2494,2497,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),40,4324,1562,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),45,3612,2441,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),50,2577,1966,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),55,3603,2656,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),60,2745,2882,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),65,2863,1299,20230901,손해보험협회
N01,삼성화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),70,2607,3471,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),20,1794,1982,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),25,2658,2255,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),30,2977,1980,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),35,2689,2764,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),40,3519,3733,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),45,2790,4216,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),50,2852,3421,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),55,4545,2904,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),60,1901,2868,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),65,2510,2594,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(삼성),70,4587,1882,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),20,3240,2141,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),25,2753,3358,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),30,3254,2631,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),35,2480,3037,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),40,4366,2123,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),45,4529,3699,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),50,4095,3031,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),55,3936,2043,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),60,2465,3374,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),65,3236,2688,20230901,손해보험협회
N01,삼성화재,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(삼성),70,997,2473,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),20,2060,3170,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),25,2847,2328,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),30,5114,3578,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),35,3844,4451,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),40,3641,2221,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),45,2289,3523,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),50,1352,2741,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),55,1263,2874,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),60,3683,3009,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),65,3750,4273,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),70,2885,4905,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),20,3170,3511,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),25,2511,4014,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),30,3833,3903,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),35,3043,1858,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),40,3368,1527,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),45,2731,2943,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),50,4901,3038,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),55,3111,2752,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),60,1926,2864,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),65,3082,2073,20230901,손해보험협회
N02,현대해상,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),70,2050,2438,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),20,3051,2456,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),25,2159,3016,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),30,3431,2890,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),35,2549,3246,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),40,2847,1908,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),45,3828,3065,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),50,2904,1621,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),55,2404,4313,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),60,1793,2611,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),65,2986,3040,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(현대),70,1802,2930,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),20,1651,2873,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),25,2478,2150,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),30,3667,2623,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),35,3378,3180,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),40,4015,1893,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),45,3735,2812,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),50,2697,1938,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),55,3485,2108,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),60,3414,4245,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),65,3783,3843,20230901,손해보험협회
N02,현대해상,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(현대),70,2424,3372,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),20,2084,2624,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),25,4393,2344,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),30,3889,3561,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),35,3859,1849,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),40,3420,2682,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),45,3870,1558,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),50,3294,2969,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),55,1407,2135,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),60,1535,2255,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),65,3439,2946,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),70,3135,2020,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),20,3896,2785,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),25,3026,3505,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),30,2206,2971,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),35,3338,2390,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),40,3521,3157,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),45,2919,2700,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),50,3418,3391,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),55,3050,3640,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),60,3526,1458,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),65,1876,3686,20230901,손해보험협회
N03,DB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),70,2802,2923,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),20,3911,2795,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),25,3029,2148,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),30,3295,3239,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),35,2537,2108,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),40,5101,2730,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),45,2453,3329,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),50,2959,1985,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),55,3386,2160,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),60,4261,3170,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),65,2778,2882,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(DB),70,3722,2939,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),20,4697,3651,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),25,3390,2097,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),30,2882,3159,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),35,2341,3770,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),40,2220,2322,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),45,2550,3357,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),50,2356,1450,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),55,3870,2466,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),60,2145,2233,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),65,4373,2307,20230901,손해보험협회
N03,DB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(DB),70,2901,2464,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),20,2013,2242,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),25,1959,3516,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),30,3080,4662,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),35,2432,2155,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),40,4227,3593,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),45,3307,1964,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),50,4395,2745,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),55,2655,3657,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),60,2982,1925,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),65,3032,2213,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),70,592,2138,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),20,2577,1933,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),25,3460,2216,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),30,3382,1875,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),35,3727,1842,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),40,1126,3727,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),45,2315,4117,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),50,3451,3392,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),55,3836,2884,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),60,3099,3761,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),65,3089,2253,20230901,손해보험협회
N04,KB손보,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),70,3468,1214,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),20,4055,3805,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),25,3958,3669,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),30,2932,2719,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),35,2016,4111,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),40,2611,3054,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),45,3203,1794,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),50,1604,2804,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),55,2636,2732,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),60,3852,2968,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),65,3606,3133,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(KB),70,2746,2048,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),20,3211,2862,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),25,3732,2686,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),30,2762,2627,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),35,2265,3885,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),40,3911,1890,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),45,3643,1416,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),50,3788,2277,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),55,3287,1352,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),60,2041,3151,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),65,2439,2170,20230901,손해보험협회
N04,KB손보,노후 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(KB),70,4116,4458,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),20,3749,1981,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),25,4410,1628,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),30,2756,2841,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),35,4539,3484,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),40,2628,2091,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),45,3801,2399,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),50,3173,1772,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),55,3455,3166,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),60,2006,3573,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),65,3443,3355,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),70,2697,2934,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),20,3050,2688,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),25,3136,3742,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),30,3859,1913,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),35,3788,3693,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),40,2879,3181,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),45,3395,2162,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),50,2694,3363,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),55,2603,3531,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),60,4043,3657,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),65,4583,2731,20230901,손해보험협회
N05,메리츠화재,4세대 실손의료보험,3대비급여,(무)케어플랜 실손의료비보험(메리),70,3141,3040,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),20,2951,3206,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),25,1631,2953,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),30,1898,2078,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),35,3586,2650,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),40,3558,2634,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),45,3885,2620,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),50,1436,2969,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),55,1264,1710,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),60,2293,2044,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),65,2563,2018,20230901,손해보험협회
N05,메리츠화재,노후 실손의료보험,상해입원,(무)케어플랜 실손의료비보험(메리),70,1875,3956,20230901,손해보험협회
